,N_index,ASC,AVH,AZUL,BSTI,BCO,BRS,CNI,CP,CGI,CEA,ZNH,VLRS,CPA,CMRE,DAC,DAL,DHT,DSX,LPG,ERA,EURN,FDX,GNK,GNRT,GWR,GSL,GOL,PAC,ASR,GSH,KSU,KNX,LTM,NNA,NM,NMM,NAO,NSC,RRTS,SB,SNDR,SALT,STNG,CKH,SMHI,SSW,SFL,LUV,TK,TNP,UNP,UAL,UPS,USDP,ZTO
20-Oct-17,0.0,5552.0,7.5,27.38,11.2,87.0,8.7,81.58,177.61,1271.7,25.48,34.92,10.42,125.89,6.16,1.45,474.0,4.06,4.07,7.73,9.53,8.45,225.07,543.0,4.94,72.84,1.58,23.78,255.0,179.96,9.5,105.19,40.28,13.81,1.27,1.77,2.1,1.33,132.75,9.2,3.29,25.72,8.2,3.7,44.63,13.5,7.35,14.85,59.37,8.73,4.79,112.99,59.9,119.76,11.1,15.6
19-Oct-17,1.0,5502.0,7.74,26.75,11.43,85.35,9.06,82.21,177.0,1271.7,24.91,34.67,10.6,126.24,6.24,1.45,474.0,4.16,3.98,7.72,9.33,8.52,223.97,538.0,4.9,71.7,1.55,23.46,253.0,182.84,9.5,103.78,39.35,13.57,1.27,1.73,2.07,1.37,130.24,8.89,3.24,24.87,7.75,3.56,44.44,12.93,7.47,14.8,58.63,8.74,4.83,112.01,59.78,119.42,10.95,15.33
18-Oct-17,2.0,5490.0,7.65,27.16,11.78,85.3,9.14,81.09,177.1,1271.7,25.18,34.93,10.78,127.44,6.21,1.5,475.25,4.15,4.04,7.8,9.87,8.45,222.3,544.5,5.06,71.08,1.53,23.67,253.5,180.67,9.5,102.81,39.27,13.54,1.25,1.77,2.08,1.39,130.52,8.63,3.12,24.69,7.8,3.59,44.61,13.38,7.55,14.9,58.83,8.82,4.81,110.38,67.99,118.15,11.0,15.41
17-Oct-17,3.0,5750.0,7.34,27.0,11.75,86.0,9.31,80.08,167.16,1271.7,24.93,35.01,10.88,126.6,6.24,1.5,475.25,4.08,4.0,7.78,10.01,8.5,220.1,537.5,5.09,71.0,1.49,22.59,255.5,187.57,9.5,101.47,38.46,13.62,1.25,1.79,2.1,1.39,129.48,8.49,3.13,24.53,7.5,3.69,44.28,13.36,7.5,14.95,58.73,8.9,4.81,110.57,67.51,117.68,11.05,14.96
16-Oct-17,4.0,5700.0,7.39,27.06,11.78,84.65,9.58,80.23,168.46,1271.7,25.46,35.91,11.07,129.3,6.14,1.45,475.25,4.08,4.03,7.93,10.42,8.6,221.35,534.0,4.95,71.39,1.4,22.84,255.5,179.96,9.5,101.9,38.84,13.88,1.27,1.9,2.12,1.41,129.8,9.08,3.24,23.77,7.7,3.64,45.12,13.46,7.6,14.95,58.88,8.82,4.65,112.09,66.95,118.34,11.4,15.29
13-Oct-17,5.0,5852.0,7.54,27.72,11.4,86.35,9.51,80.79,168.55,1271.7,25.4,35.89,11.33,129.53,6.08,1.5,480.0,4.05,4.0,7.72,10.55,8.25,222.22,531.0,4.84,71.87,1.39,24.0,255.0,182.85,9.5,104.17,39.41,13.86,1.25,1.78,2.12,1.44,131.65,9.12,3.15,24.3,7.25,3.61,45.15,14.0,7.22,14.75,59.12,8.98,4.55,112.28,67.57,118.36,11.4,15.63
12-Oct-17,6.0,5914.0,7.62,27.92,11.08,86.4,9.4,80.88,168.95,1271.7,24.96,34.95,11.46,128.82,6.28,1.4,491.5,4.02,4.0,7.74,10.71,8.15,225.06,530.0,4.68,72.63,1.36,24.39,257.0,181.83,9.5,105.46,40.65,13.79,1.25,1.72,2.06,1.44,133.69,9.17,3.0,24.82,6.95,3.57,45.08,13.67,7.3,14.6,58.81,8.92,4.45,113.69,66.64,119.57,11.05,15.56
11-Oct-17,7.0,5878.0,7.68,28.65,11.0,84.74,9.34,80.84,165.55,1271.7,25.2,35.23,11.57,130.44,6.16,1.45,491.5,4.01,4.03,7.37,11.22,8.15,222.4,537.0,4.69,72.11,1.32,24.55,255.0,177.73,9.5,104.52,39.81,14.0,1.26,1.7,2.05,1.48,130.1,9.18,3.0,24.46,6.98,3.58,46.03,14.22,7.29,14.48,58.53,8.87,4.43,112.75,68.12,118.24,10.75,14.84
10-Oct-17,8.0,5882.0,7.68,28.49,11.0,84.05,9.5,80.75,165.02,1271.7,25.06,34.9,11.48,130.19,6.16,1.45,491.5,4.03,4.0,7.33,11.18,8.05,220.78,540.0,4.69,71.98,1.31,24.36,252.75,175.72,9.5,104.79,39.83,14.03,1.25,1.7,2.06,1.45,130.0,9.15,2.97,24.4,6.9,3.58,46.12,14.17,7.23,14.45,58.01,8.86,4.43,112.63,67.72,118.12,10.8,14.34
9-Oct-17,9.0,5924.0,7.67,28.14,10.74,83.95,9.54,80.46,165.28,1271.7,24.84,35.24,11.43,126.08,6.1,1.5,480.0,3.99,4.07,7.15,11.32,8.0,220.64,520.0,4.56,72.3,1.51,24.0,252.5,181.6,9.5,104.16,39.68,13.72,1.24,1.68,2.05,1.43,130.79,9.19,2.88,24.49,7.0,3.54,46.66,14.18,7.02,14.75,57.66,8.7,4.47,113.88,64.7,117.15,10.65,13.58
6-Oct-17,10.0,6025.0,7.74,28.23,10.83,84.0,9.44,80.45,164.79,1271.7,25.33,35.41,11.8,126.9,6.01,1.55,497.0,3.94,4.13,7.32,11.05,8.05,220.8,535.0,4.63,72.65,1.59,24.33,250.75,182.62,9.5,103.74,39.82,13.92,1.24,1.74,2.08,1.44,130.46,9.35,2.98,24.77,7.25,3.64,45.93,14.49,6.89,14.45,58.44,8.8,4.56,113.95,65.25,117.7,10.5,13.61
5-Oct-17,11.0,5968.0,7.94,28.62,11.29,83.85,9.56,80.62,165.24,1271.7,25.0,35.03,11.99,127.44,6.08,1.5,497.0,4.02,4.07,7.47,11.2,8.15,221.61,530.0,4.64,73.32,1.55,23.9,253.5,187.65,9.5,107.41,40.0,13.92,1.24,1.71,2.13,1.45,131.12,9.36,3.07,24.8,7.35,3.7,46.75,14.51,6.94,14.7,58.29,9.08,4.56,114.02,64.32,118.2,10.75,13.84
4-Oct-17,12.0,5950.0,7.87,28.34,11.65,84.1,9.43,81.29,167.17,1271.7,24.88,34.9,12.14,129.37,6.13,1.45,497.0,4.02,4.02,7.28,11.25,8.05,221.32,538.5,4.66,72.67,1.56,22.82,250.0,192.97,9.5,107.02,40.47,13.81,1.23,1.69,2.07,1.42,130.5,9.29,2.96,24.79,7.3,3.62,46.45,14.71,7.03,14.65,58.38,9.05,4.51,113.77,64.47,119.0,10.6,13.48
3-Oct-17,13.0,5912.0,7.83,28.34,11.53,84.35,9.51,81.73,166.87,1271.7,25.19,35.19,12.19,131.02,6.24,1.5,496.5,4.08,4.07,7.35,11.69,8.05,223.0,549.0,4.69,73.51,1.52,22.89,251.5,191.99,9.5,106.8,40.94,13.88,1.26,1.69,2.07,1.42,131.57,9.52,3.0,25.11,7.25,3.58,46.69,15.33,7.06,14.75,58.51,9.12,4.64,114.89,64.14,119.71,10.7,13.81
2-Oct-17,14.0,5919.0,7.81,27.35,11.62,84.35,9.52,82.39,167.33,1271.7,24.72,34.67,12.02,125.73,6.27,1.4,489.25,4.0,3.66,7.03,11.45,8.05,226.33,551.0,4.61,73.52,1.54,21.32,252.0,192.82,9.5,107.04,41.42,13.33,1.26,1.69,2.02,1.36,131.64,9.72,2.86,24.94,6.75,3.59,46.44,15.75,7.13,14.65,55.99,9.09,4.55,115.26,60.43,120.79,10.65,14.29
29-Sep-17,15.0,5955.0,7.76,27.45,11.97,84.25,9.35,82.85,168.03,1271.7,24.44,34.37,11.87,124.53,6.18,1.4,488.5,3.98,3.63,6.82,11.19,8.1,225.58,546.5,4.51,74.01,1.57,21.14,245.0,190.82,9.5,108.68,41.55,13.25,1.22,1.67,2.05,1.41,132.24,9.53,2.74,25.3,7.05,3.43,46.11,15.64,7.09,14.5,55.98,8.93,4.49,115.97,60.88,120.09,11.0,14.04
28-Sep-17,16.0,6028.0,7.75,26.36,11.49,82.85,9.43,83.1,168.34,1271.7,24.69,34.38,11.93,122.68,6.26,1.45,478.0,4.0,3.73,7.34,11.42,7.95,224.26,547.0,4.5,73.53,1.46,19.89,247.0,190.75,9.5,108.19,40.66,13.2,1.22,1.73,2.1,1.38,132.79,9.42,2.88,24.59,7.5,3.49,46.2,15.07,7.13,14.5,56.17,8.98,4.56,115.97,61.16,119.61,10.95,14.01
27-Sep-17,17.0,5830.0,7.52,26.72,11.15,83.65,9.83,82.98,168.18,1271.7,25.52,35.54,11.83,124.16,6.29,1.4,492.0,4.01,3.8,7.34,11.42,7.7,220.0,564.0,4.59,72.94,1.38,19.97,242.75,193.4,9.5,108.22,41.25,13.14,1.24,1.73,2.1,1.39,132.51,9.49,3.06,24.78,7.45,3.53,46.17,14.28,7.17,14.55,55.88,9.06,4.63,116.64,60.92,118.62,11.0,14.29
26-Sep-17,18.0,5875.0,7.71,27.15,11.75,80.25,9.66,82.01,168.12,1271.7,25.54,35.5,11.8,125.88,6.12,1.4,482.5,3.95,3.88,7.27,11.08,7.7,219.81,565.0,4.35,72.56,1.35,20.63,247.0,197.94,9.5,107.51,40.53,13.35,1.23,1.68,2.1,1.42,131.0,9.15,2.93,24.47,7.4,3.41,44.95,13.34,7.15,14.4,55.72,9.0,4.47,115.43,59.68,118.92,11.15,14.24
25-Sep-17,19.0,5800.0,7.88,27.51,12.64,79.8,9.84,81.52,168.5,1271.7,25.43,35.24,11.8,128.48,6.07,1.4,494.75,3.97,3.98,7.34,11.11,7.85,219.2,570.0,4.4,72.9,1.3,20.86,247.0,197.88,9.5,107.62,40.45,13.7,1.22,1.67,2.09,1.4,130.36,8.61,2.85,23.97,7.1,3.53,43.92,12.47,7.04,14.3,55.12,8.94,4.47,115.79,59.44,118.22,11.05,14.64
22-Sep-17,20.0,5801.0,7.88,28.26,12.05,81.45,9.34,81.91,168.25,1271.7,26.16,36.61,11.86,131.58,6.0,1.4,494.75,4.07,4.05,7.27,10.82,7.95,220.0,557.0,4.7,72.82,1.3,21.85,247.0,199.64,9.5,107.74,41.02,14.28,1.25,1.72,2.13,1.47,130.99,8.51,3.02,24.38,7.25,3.59,43.68,12.05,7.03,14.3,54.93,8.81,4.52,115.34,58.8,117.67,10.85,14.84
21-Sep-17,21.0,5711.0,7.85,28.89,10.89,80.55,9.97,82.61,167.05,1271.7,26.58,37.44,11.86,129.87,6.15,1.35,494.75,3.92,3.97,7.44,10.88,8.05,218.83,556.5,4.78,73.0,1.27,22.4,248.5,199.92,9.5,107.91,41.36,14.4,1.23,1.73,2.15,1.47,130.71,8.35,3.02,24.79,7.4,3.44,43.69,12.32,7.11,14.3,54.63,8.9,4.43,115.44,58.53,117.26,10.85,14.96
20-Sep-17,22.0,5698.0,7.95,28.59,10.52,81.25,10.36,81.99,163.19,1271.7,26.69,37.92,11.86,129.28,6.13,1.4,482.5,4.01,4.09,7.51,11.16,8.1,220.5,563.0,4.84,73.0,1.26,21.57,246.5,198.88,9.5,107.52,40.99,14.0,1.25,1.78,2.18,1.49,130.98,8.29,3.09,24.35,7.7,3.58,43.85,12.52,7.16,14.3,54.25,8.99,4.45,115.0,58.06,117.83,10.85,14.99
19-Sep-17,23.0,5715.0,8.04,28.52,,80.85,9.85,82.09,161.68,1271.7,27.01,39.5,11.83,129.66,6.06,1.5,485.5,4.14,3.97,7.42,10.72,8.0,216.0,555.0,4.85,71.71,1.23,21.82,246.5,200.34,9.5,106.36,40.09,13.91,1.25,1.68,2.19,1.47,127.8,8.04,3.03,23.62,7.7,3.47,42.92,12.5,7.09,14.2,53.54,9.0,4.53,113.0,57.54,116.97,10.75,15.17
18-Sep-17,24.0,5600.0,8.05,28.4,,80.4,9.76,81.73,161.06,1271.7,27.08,39.34,11.89,130.1,6.18,1.4,488.5,3.89,4.05,7.43,10.66,7.95,215.08,555.0,4.84,71.11,1.21,22.0,247.0,203.07,9.5,106.28,39.82,13.66,1.23,1.65,2.18,1.48,127.35,7.8,3.14,23.96,7.6,3.39,41.96,12.61,7.22,14.2,54.09,8.99,4.46,112.03,58.11,117.59,10.85,14.89
15-Sep-17,25.0,5549.0,8.29,28.31,,81.0,9.29,81.64,158.79,1271.7,25.64,38.85,12.23,134.01,6.01,1.45,488.5,3.87,4.04,7.66,10.48,7.95,214.83,556.0,4.86,69.79,1.16,21.71,246.0,203.41,9.5,107.26,39.82,13.74,1.26,1.68,2.2,1.44,128.04,7.57,3.36,23.43,7.5,3.5,40.89,12.49,6.99,14.2,54.72,8.83,4.45,113.4,59.8,117.9,10.5,15.07
14-Sep-17,26.0,5700.0,8.19,27.45,,80.55,9.35,81.03,159.22,1271.7,26.8,38.99,12.42,133.19,5.96,1.45,505.0,3.92,3.98,7.94,10.43,7.95,214.52,564.0,4.73,69.93,1.15,21.14,246.0,200.12,9.5,106.31,39.01,13.54,1.25,1.69,2.18,1.5,126.93,7.48,3.38,23.11,7.05,3.58,41.06,12.12,6.78,14.5,54.35,9.03,4.56,110.86,61.25,117.38,10.25,14.93
13-Sep-17,27.0,5657.0,8.19,26.65,,80.9,9.29,80.52,157.4,1271.7,26.95,39.25,12.48,132.67,6.04,1.4,491.0,3.84,3.92,7.8,10.38,8.05,215.0,555.0,4.63,70.88,1.14,20.6,253.25,200.24,9.5,105.7,39.59,13.41,1.25,1.63,2.12,1.49,126.76,7.6,3.26,22.85,6.85,3.41,41.07,12.01,6.92,14.15,54.66,9.06,4.61,108.66,61.66,117.06,10.6,14.21
12-Sep-17,28.0,5694.0,8.06,25.55,,81.05,9.06,81.85,160.92,1271.7,27.27,40.28,12.51,133.11,5.99,1.45,494.0,3.86,3.94,7.75,10.18,7.95,215.54,548.0,4.58,70.79,1.13,20.31,252.0,201.65,9.5,106.12,40.56,13.41,1.25,1.68,2.15,1.52,126.58,7.56,3.51,23.38,7.3,3.45,40.24,12.01,6.97,13.35,53.95,8.94,4.59,108.48,61.24,117.15,10.45,14.29
11-Sep-17,29.0,5718.0,8.2,26.87,,80.3,9.21,81.91,160.64,1271.7,27.75,41.0,12.31,132.42,6.02,1.5,494.0,3.83,4.01,7.73,10.07,7.95,212.4,539.5,4.58,70.3,1.11,20.79,254.0,200.97,9.5,106.04,40.7,13.19,1.25,1.75,2.15,1.44,126.42,7.53,3.57,23.19,7.55,3.45,38.97,12.16,6.92,13.35,53.6,9.1,4.51,108.1,60.46,116.2,9.8,14.29
8-Sep-17,30.0,5605.0,8.27,26.74,,80.85,8.62,81.49,160.21,1271.7,27.27,39.48,12.08,130.76,5.91,1.4,503.0,3.87,4.02,7.24,9.92,8.0,210.48,555.5,4.61,69.8,1.16,20.2,250.25,200.87,9.5,104.43,,12.98,1.21,1.71,2.13,1.38,123.92,7.48,3.43,23.21,7.8,3.53,38.72,12.13,6.85,13.25,52.87,9.12,4.47,107.21,58.38,115.05,9.25,13.9
7-Sep-17,31.0,5642.0,8.24,26.7,,80.55,9.56,81.43,160.38,1271.7,27.02,38.17,12.36,131.54,5.78,1.4,509.0,3.91,3.9,7.49,10.28,8.05,213.66,659.0,4.65,69.57,1.12,20.68,252.0,203.32,9.5,103.99,,13.15,1.25,1.66,2.06,1.38,123.93,7.43,3.41,22.74,7.6,3.53,39.55,12.5,6.9,13.35,52.21,9.21,4.52,105.49,58.58,114.67,9.9,13.91
6-Sep-17,32.0,5624.0,8.13,26.69,,78.8,8.94,81.16,157.9,1271.7,26.85,38.28,12.61,129.08,6.1,1.4,505.0,3.93,3.91,7.53,10.31,7.8,211.91,666.0,4.66,69.71,1.14,20.55,253.5,202.28,9.5,103.64,,12.98,1.24,1.61,2.14,1.48,122.44,7.42,3.39,22.71,7.9,3.51,39.99,12.97,6.98,13.4,51.67,9.13,4.5,105.01,60.33,113.81,10.7,13.9
5-Sep-17,33.0,5676.0,7.87,26.2,,79.2,8.87,80.25,156.41,1271.7,26.46,38.06,12.61,128.62,6.21,1.45,485.0,3.79,3.9,7.31,10.03,7.7,213.26,664.0,4.63,69.11,1.11,19.85,251.75,199.93,9.5,102.72,,12.87,1.27,1.52,2.05,1.39,121.11,7.46,3.29,22.8,7.7,3.72,40.25,13.69,6.99,13.0,51.14,8.81,4.5,104.1,61.1,113.92,10.3,13.54
1-Sep-17,34.0,5681.0,7.64,25.46,,79.4,8.45,81.22,156.29,1271.7,27.29,38.84,12.79,127.08,6.38,1.58,460.25,3.77,4.06,7.06,8.96,7.55,215.05,663.0,4.66,69.1,1.1,18.17,256.5,204.64,9.5,103.76,,12.78,1.26,1.6,2.13,1.39,121.16,7.48,3.5,22.88,7.95,4.02,39.38,13.19,7.28,13.05,52.19,8.99,4.55,105.47,62.43,114.39,11.2,13.8
31-Aug-17,35.0,5667.0,7.57,25.01,,78.45,8.24,80.99,155.6,1271.7,27.47,38.6,12.61,124.07,6.27,1.65,447.0,3.75,3.97,6.86,8.81,7.6,214.38,689.5,4.5,68.56,1.08,17.85,256.75,203.66,9.5,103.43,,12.6,1.26,1.54,2.09,1.21,120.52,7.47,3.24,22.25,8.05,4.07,38.37,12.81,7.14,13.05,52.14,9.22,4.5,105.3,61.96,114.36,11.38,13.65
30-Aug-17,36.0,5731.0,7.68,24.65,,77.05,8.21,79.76,154.23,1271.7,28.09,39.4,12.91,122.31,6.3,1.65,447.0,3.67,3.95,6.83,8.96,7.55,213.78,669.0,4.53,67.86,1.07,17.6,255.5,201.36,9.5,102.74,,12.33,1.25,1.57,1.99,1.25,120.79,7.37,3.07,22.62,8.0,4.0,38.0,12.46,7.19,13.1,51.52,9.2,4.47,104.94,62.02,114.97,11.4,13.61
29-Aug-17,37.0,5906.0,7.64,24.86,,77.25,8.85,79.37,153.65,1271.7,27.23,37.99,13.01,121.33,6.35,1.72,447.0,3.86,4.14,6.96,9.4,7.7,211.3,659.5,4.75,66.88,1.07,17.49,255.0,200.33,9.5,102.97,,12.33,1.25,1.68,2.02,1.24,119.4,7.26,3.24,23.0,8.3,3.99,37.76,12.29,7.34,13.7,51.46,9.42,4.49,104.97,62.89,114.89,11.19,13.43
28-Aug-17,38.0,,7.49,24.73,,76.0,8.71,79.26,152.75,,27.08,37.8,12.89,121.27,6.34,1.7,,3.88,4.23,6.68,9.04,7.7,208.84,,4.69,66.18,1.1,17.34,,199.41,,103.46,,12.28,1.27,1.61,1.99,1.23,117.76,7.0,3.23,22.47,8.25,3.91,36.67,12.26,7.38,13.75,51.75,9.34,4.53,104.55,63.15,113.79,11.25,13.29
25-Aug-17,39.0,5965.0,7.52,24.95,,75.3,8.57,79.56,153.06,1271.7,26.47,37.58,13.06,121.26,6.38,1.7,447.0,3.9,4.25,6.82,9.22,7.7,207.76,658.5,4.71,66.36,1.12,17.02,259.25,203.16,9.5,104.37,,12.31,1.25,1.61,2.08,1.22,118.21,6.97,3.25,21.64,8.4,3.98,36.99,12.97,7.34,13.8,52.68,9.45,4.57,105.25,63.36,113.4,11.05,13.49
24-Aug-17,40.0,5917.0,7.43,25.03,,76.15,8.14,79.53,152.38,1271.7,26.51,37.25,12.74,118.61,6.42,1.6,447.0,3.88,3.87,6.73,8.75,7.45,206.67,659.0,4.53,65.9,1.15,16.12,259.0,201.42,9.5,104.58,,11.87,1.21,1.48,1.96,1.2,117.74,6.79,2.9,21.43,7.75,3.71,36.57,12.43,7.5,13.65,50.71,9.34,4.48,104.57,61.48,113.35,10.5,13.57
23-Aug-17,41.0,5845.0,7.32,24.84,,75.65,8.12,79.6,151.3,1271.7,26.96,37.42,12.84,119.86,6.41,1.45,451.5,3.86,3.92,6.68,8.87,7.25,207.07,656.5,4.43,66.18,1.13,16.01,258.0,202.14,9.5,105.72,,11.74,1.23,1.49,1.99,1.21,118.94,6.81,2.88,21.68,7.8,3.45,36.66,12.1,7.54,13.75,51.72,9.12,4.38,105.04,62.83,113.55,10.25,13.14
22-Aug-17,42.0,5940.0,7.31,25.12,,76.1,7.87,80.0,151.98,1271.7,27.08,37.63,12.86,122.61,6.25,1.35,462.75,3.85,3.94,6.53,8.59,7.15,209.28,660.5,4.32,66.6,1.16,15.95,258.25,204.32,9.5,108.6,,11.89,1.18,1.31,1.94,1.21,120.4,6.66,2.85,21.99,7.95,3.41,36.45,12.12,6.91,13.5,53.43,8.86,4.34,106.21,64.7,114.6,10.3,14.01
21-Aug-17,43.0,5834.0,7.48,24.95,,75.15,7.62,79.48,151.73,1271.7,27.35,38.16,12.99,123.72,6.15,1.45,462.75,3.8,3.84,6.41,8.35,7.0,206.33,660.0,4.22,65.28,1.14,16.05,254.75,204.46,9.5,107.56,,12.14,1.14,1.23,1.84,1.24,117.67,6.71,2.77,21.21,7.65,3.37,36.17,12.6,6.74,13.4,53.54,8.52,4.28,104.31,64.85,113.83,10.2,13.9
18-Aug-17,44.0,5860.0,7.4,25.37,,75.8,7.71,79.5,152.11,1271.7,26.72,37.07,13.18,125.07,6.29,1.4,460.0,3.85,3.97,6.69,8.37,6.95,206.0,658.0,4.33,65.56,1.17,15.42,255.5,201.91,9.5,105.8,,12.05,1.17,1.31,1.88,1.24,118.63,6.83,2.83,21.36,7.55,3.51,36.14,12.54,6.86,13.5,53.17,8.92,4.39,103.9,64.75,113.34,10.55,13.73
17-Aug-17,45.0,5921.0,7.27,25.08,,76.05,7.37,79.83,152.0,1271.7,26.91,37.35,13.07,124.39,6.2,1.4,458.5,3.76,3.96,6.45,8.31,6.9,205.37,661.5,4.3,65.66,1.17,15.07,257.75,199.8,9.5,105.87,,11.76,1.18,1.29,1.89,1.24,117.5,6.69,2.75,21.16,7.6,3.39,35.79,12.08,6.71,13.5,53.15,8.76,4.34,103.18,64.7,112.92,10.5,13.36
16-Aug-17,46.0,5936.0,7.07,25.94,,76.35,7.28,80.37,154.09,1271.7,27.09,37.65,13.33,125.86,6.34,1.45,450.0,3.75,4.04,6.52,8.29,7.1,209.63,665.0,4.36,67.22,1.16,15.52,258.25,204.22,9.5,107.49,,11.86,1.19,1.27,1.93,1.2,120.43,6.67,2.94,21.3,7.8,3.22,36.11,12.67,6.68,13.5,55.31,8.99,4.46,105.85,66.92,114.76,10.45,13.45
